ComptaID,Date,Portefeuille,PortefeuilleID,Fonctionnement,FonctionnementID,Num_Commande,Montant,Vérifié,Date paiement,Relevé,Etat,Categorie,CategorieID,Tiers,TiersID,Notes,Projet,ProjetID
2025-11-11-0-006,11/11/2025,Banque,,Dépense & Revenu,,PO-069-20345601595510987,"2,36 €",Oui,13/11/2025,,Réglé,Quotidien / Mode / Vêtements & accessoires à theme,C.D-QUO.MO.05,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2025-11-11-0-006,11/11/2025,Banque,,Dépense & Revenu,,,"14,90 €",Oui,11/11/2025,,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,Mama Noi - Epinal,T#TT-COM-RE-RES#250912#MAMA_NOI__EPINA,,,
2025-11-11-0-006,11/11/2025,Banque,,Annule Dépense Rembourcement,,PO-069-08663274007670987,"12,89 €",Oui,11/11/2025,,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2025-11-13-0-001,13/11/2025,Banque,,Dépense & Revenu,,,"10,50 €",Oui,13/11/2025,,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,La Boulange Dorée - epinal,T#TT-COM-RE-BOU#250902#LA_BOULANGE_DOR,,,
2025-11-14-0-001,14/11/2025,Banque,,Dépense & Revenu,,,"8,00 €",Oui,14/11/2025,,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,Aux délices d'Antonin - Epinal,T#TT-COM-RE-BOU#251101#AUX_DLICES_DANT,,,
2025-11-15-0-002,15/11/2025,Espèce,,Dépense & Revenu,,,"18,00 €",N/A,,,Réglé,Quotidien / Cadeaux / Cadeaux Famille,,La comédie des Fleurs,T#TT-COM-SP-FLE#251001#LA_COMDIE_DES_F,,,
2025-11-15-0-002,15/11/2025,Banque,,Dépense & Revenu,,,"80,97 €",Oui,14/11/2025,,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Vepee,T#TT-COM-NU-INT#250901#VEPEE______,,,
2025-11-17-0-002,17/11/2025,Banque,,Dépense & Revenu,,,"13,60 €",Oui,17/11/2025,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,"Boulangerie Maison Charlise, Epinal",T#TT-COM-RE-BOU#250724#BOULANGERIE_MAI,,,
2025-11-17-0-002,17/11/2025,Banque,,Dépense & Revenu,,,"11,50 €",Oui,17/11/2025,,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,L'Atelier Pizza - Epinal,T#TT-COM-RE-RES#250911#LATELIER_PIZZA_,,,
2025-11-18-0-001,18/11/2025,Espèce,,Dépense & Revenu,,,"30,00 €",N/A,,,Réglé,Santé & Bien-être / Santé / Soins,,Dr Dudau Corneliu  - Généraliste - Epinal,T#TT-PUB-SA-MÉD#251101#DR_DUDAU_CORNEL,,,
2025-11-19-0-001,19/11/2025,Banque,,Dépense & Revenu,,,"10,04 €",Oui,19/11/2025,,Réglé,Quotidien / Abonnement / Internet & Mobile,C.D-QUO.AB.01,Free,T#TT-COM-NU-FOU#250905#FREE______,,,
2025-11-20-0-002,20/11/2025,Banque,,Dépense & Revenu,,,"30,77 €",Oui,20/11/2025,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,LIDL - Epinal,T#TT-COM-DI-SUP#251101#LIDL__EPINAL___,,,
2025-11-20-0-002,20/11/2025,Banque,,Dépense & Revenu,,,"41,20 €",Oui,20/11/2025,,Réglé,Quotidien / Transport / Transport en commun,C.D-QUO.TR.07,SNCF - Train & Bus,T#TT-MOB-IN-TRA#250809#SNCF__TRAIN__BU,,,
2025-11-21-0-002,21/11/2025,Banque,,Dépense & Revenu,,,"14,90 €",Oui,21/11/2025,,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,Mama Noi - Epinal,T#TT-COM-RE-RES#250912#MAMA_NOI__EPINA,,,
2025-11-21-0-002,21/11/2025,Banque,,Dépense & Revenu,,,"90,00 €",Oui,21/11/2025,,Réglé,Finance / Banque / Retrait,C.D-FIN.BA.05,Moi - Portefeuille Especes - mai 25,T#TT-SER-TR-PER#250101#MOI__PORTEFEUIL,,,
2025-11-22-0-001,22/11/2025,Espèce,,Dépense & Revenu,,,"60,00 €",N/A,22/11/2025,,Réglé,Finance / Revenus Exceptionnels / Pertes & Profits,,Fafa,#N/A,,,
2025-11-23-0-002,23/11/2025,Espèce,,Dépense & Revenu,,,"34,00 €",N/A,,,Réglé,Santé & Bien-être / Loisirs Social / Jeux de Société,,La caverne du Goblin - Jeux du Stan,T#TT-COM-LO-JEU#251123#LA_CAVERNE_DU_G,,,
2025-11-23-0-002,23/11/2025,Banque,,Dépense & Revenu,,,"288,47 €",Oui,25/11/2025,,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Back Market,T#TT-COM-NU-INT#251101#BACK_MARKET____,,Telephone,P#2025TELEPHONE_
2025-11-24-0-004,24/11/2025,Banque,,Dépense & Revenu,,,"10,00 €",Oui,24/11/2025,,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,Casa De Pizza - Nancy,T#TT-COM-RE-RES#250101#CASA_DE_PIZZA__,,,
2025-11-24-0-004,24/11/2025,Banque,,Dépense & Revenu,,,"19,00 €",Oui,24/11/2025,,Réglé,Santé & Bien-être / Santé / Remboursement mutuelle,C.R-SAN.SA.04,CPAM - Nancy,T#TT-PUB-SE-SER#250901#CPAM__NANCY____,,,
2025-11-24-0-004,24/11/2025,Banque,,Dépense & Revenu,,,"3 234,68 €",Oui,24/11/2025,,Réglé,Finance / Professionnel /  Salaire,C.R-FIN.PR.04,Ville d'Epinal,T#TT-SER-TR-EMP#250901#VILLE_DEPINAL__,,,
2025-11-24-0-004,24/11/2025,Banque,,Dépense & Revenu,,,"14,50 €",Oui,22/11/2025,,Réglé,Quotidien / Transport / Transport en commun,C.D-QUO.TR.07,Stan Transport en commun  Nancéens ,T#TT-MOB-IN-TRA#250101#STAN_TRANSPORT_,,,
2025-11-25-0-007,25/11/2025,Espèce,,Dépense & Revenu,,,"5,01 €",N/A,,,Réglé,Quotidien / Cadeaux / Cadeaux Famille,,Amine,T#TT-SER-TR-PER#251101#AMINE______,,,
2025-11-25-0-007,25/11/2025,Banque,,Dépense & Revenu,,,"9,00 €",Oui,25/11/2025,,Réglé,Santé & Bien-être / Santé / Remboursement mutuelle,C.R-SAN.SA.04,Alptis - Mutuelle santé,T#TT-PUB-SA-MUT#250721#ALPTIS__MUTUELL,,,
2025-11-25-0-007,25/11/2025,Banque,,Annule Dépense Rembourcement,,,"588,99 €",Oui,25/11/2025,,Réglé,Santé & Bien-être / Loisirs Social / Autre Loisirs,C.D-SAN.LO.06,Le bon coin,T#TT-COM-NU-INT#250901#LE_BON_COIN____,,,
2025-11-25-0-007,25/11/2025,Banque,,Dépense & Revenu,,,"19,80 €",Oui,25/11/2025,,Réglé,Quotidien / Repas / Repas Resto partagés,C.D-QUO.RE.02,EVA Nancy - Bar & Annimation,T#TT-COM-RE-BAR#250625#EVA_NANCY__BAR_,,,
2025-11-25-0-007,25/11/2025,Banque,,Dépense & Revenu,,,"34,30 €",Oui,25/11/2025,,Réglé,Quotidien / Repas / Repas Resto partagés,C.D-QUO.RE.02,EVA Nancy - Bar & Annimation,T#TT-COM-RE-BAR#250625#EVA_NANCY__BAR_,,,
2025-11-25-1-001,25/11/2025,Banque,,Annule Dépense Rembourcement,,PO-069-20345601595510987,"15,48 €",,,,Dû,Santé & Bien-être / Santé / Analyses,C.D-SAN.SA.02,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2025-11-25-0-007,25/11/2025,Héritage,,Transfert & Retraits,,,"10 000,00 €",,25/11/2025,,Réglé,Finance / Banque / Retrait,,Moi - Epargne Populaire,,,,
2025-11-25-0-007,25/11/2025,Héritage,,Transfert & Retraits,,,"30,00 €",,25/11/2025,,Réglé,Finance / Banque / Retrait,,Moi - Livret A,,,,
2025-11-27-0-001,27/11/2025,Banque,,Dépense & Revenu,,,"762,60 €",Oui,01/12/2025,,Réglé,Santé & Bien-être / Loisirs Social / Autre Loisirs,C.D-SAN.LO.06,Amazon - France,T#TT-COM-NU-INT#251012#AMAZON__FRANCE_,LEGO STAR WARS,,
2025-11-28-0-005,28/11/2025,Espèce,,Dépense & Revenu,,,"5,50 €",N/A,,,Réglé,Quotidien / Consommation / Courses,,Epicerie - Epinal  Marché,T#TT-COM-SP-EPI#251101#EPICERIE__EPINA,,,
2025-11-28-0-005,28/11/2025,Espèce,,Dépense & Revenu,,,"4,18 €",N/A,,,Réglé,Quotidien / Consommation / Courses,,Exo Boutik,T#TT-COM-SP-PRO#251101#EXO_BOUTIK_____,,,
2025-11-28-0-005,28/11/2025,Banque,,Dépense & Revenu,,,"28,34 €",Oui,01/12/2025,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Boucherie Maison Lecomte,T#TT-COM-SP-BOU#251101#BOUCHERIE_MAISO,,,
2025-11-28-0-005,28/11/2025,Banque,,Dépense & Revenu,,,"71,64 €",Oui,28/11/2025,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,LIDL - Epinal,T#TT-COM-DI-SUP#251101#LIDL__EPINAL___,,,
2025-11-28-0-005,28/11/2025,Banque,,Annule Dépense Rembourcement,,,"15,48 €",Oui,28/11/2025,,Réglé,Santé & Bien-être / Santé / Analyses,C.D-SAN.SA.02,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2025-11-29-0-001,29/11/2025,Banque,,Dépense & Revenu,,,"6,98 €",Oui,01/12/2025,,Réglé,Santé & Bien-être / Loisirs Social / Sorties & Repas Perso,C.D-SAN.LO.07,Colombus Café - Epinal,T#TT-COM-RE-RES#250827#COLOMBUS_CAF__E,,,
2025-12-01-0-003,01/12/2025,Banque,,Dépense & Revenu,,,"25,14 €",Oui,01/12/2025,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Monoprix Epinal,T#TT-COM-DI-SUP#250821#MONOPRIX_EPINAL,,,
2025-12-01-0-003,01/12/2025,Banque,,Dépense & Revenu,,,"13,89 €",Oui,01/12/2025,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Monoprix Epinal,T#TT-COM-DI-SUP#250821#MONOPRIX_EPINAL,,,
2025-12-01-0-003,01/12/2025,Banque,,Dépense & Revenu,,,"33,13 €",Oui,01/12/2025,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,MAISON BELDICOT - Epinal - Marché couvert,T#TT-COM-SP-FRO#991230#MAISON_BELDICOT,,,
2025-12-03-0-002,03/12/2025,Banque,,Dépense & Revenu,,,"2,20 €",Oui,03/12/2025,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,"Boulangerie Maison Charlise, Epinal",T#TT-COM-RE-BOU#250724#BOULANGERIE_MAI,,,
2025-12-03-0-002,03/12/2025,Banque,,Dépense & Revenu,,,"67,52 €",Oui,03/12/2025,,Réglé,Logement /Ameublement & Entretien / Ménage (services),C.D-LOG.AM.06,Shiva - Epinal,T#TT-SER-SE-SER#251001#SHIVA__EPINAL__,,,
2025-12-05-0-003,05/12/2025,Banque,,Dépense & Revenu,,,"45,00 €",,05/12/2025,,Réglé,Quotidien / Transport / Vélo libre service,C.D-QUO.TR.08,"Agglo d""Epinal",T#TT-PUB-SE-COL#250901#AGGLO_DEPINAL__,,,
2025-12-05-0-003,05/12/2025,Banque,,Dépense & Revenu,,,"58,99 €",,05/12/2025,,Réglé,Quotidien / Abonnement / Internet & Mobile,C.D-QUO.AB.01,Free,T#TT-COM-NU-FOU#250905#FREE______,,,
2025-12-05-0-003,05/12/2025,Banque,,Dépense & Revenu,,,"69,87 €",,05/12/2025,,Réglé,Santé & Bien-être / Santé / Adhésion mutuelle,C.D-SAN.SA.01,Alptis - Mutuelle santé,T#TT-PUB-SA-MUT#250721#ALPTIS__MUTUELL,,,
2025-12-06-0-001,06/12/2025,Banque,,Dépense & Revenu,,,"660,00 €",,06/12/2025,,Réglé,Logement / Charges / Loyer,C.D-LOG.CH.06,MOUGEL Agnès - Propriétaire,T#TT-SER-IM-PRO#250727#MOUGEL_AGNS__PR,,,
2025-12-08-0-004,08/12/2025,Banque,,Dépense & Revenu,,,"22,80 €",,08/12/2025,,Réglé,Quotidien / Repas / Repas Resto partagés,C.D-QUO.RE.02,Kes - Original Döner Kebak - Nancy,T#TT-COM-RE-RES#991230#KES__ORIGINAL_D,,,
2025-12-08-0-004,08/12/2025,Banque,,Dépense & Revenu,,,"20,00 €",,08/12/2025,,Réglé,Santé & Bien-être / Loisirs Social / Sorties & Repas Perso,C.D-SAN.LO.07,Casa De Pizza - Nancy,T#TT-COM-RE-RES#250101#CASA_DE_PIZZA__,,,
2025-12-08-0-004,08/12/2025,Banque,,Dépense & Revenu,,,"2,98 €",,08/12/2025,,Réglé,"Quotidien / Consommation / Multimédia (CD, DVD)",C.D-QUO.CO.06,Cash Express - Nancy,T#TT-COM-SP-ÉLE#991230#CASH_EXPRESS__N,,,
2025-12-08-0-004,08/12/2025,Banque,,Dépense & Revenu,,,"169,00 €",,08/12/2025,,Réglé,Logement / Charges / Énergie (Élec & Gaz),C.D-LOG.CH.05,EDF & GDF - Electricité & Gaz de France,T#TT-PUB-AS-ELE#250801#EDF__GDF__ELECT,,,
2025-12-11-0-002,11/12/2025,Banque,,Dépense & Revenu,,,"5,50 €",,11/12/2025,,Réglé,Quotidien / Transport / Transport en commun,C.D-QUO.TR.07,Stan Transport en commun  Nancéens ,T#TT-MOB-IN-TRA#250101#STAN_TRANSPORT_,,,
2025-12-11-0-002,11/12/2025,Banque,,Dépense & Revenu,,,"67,25 €",,11/12/2025,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,LIDL - Epinal,T#TT-COM-DI-SUP#251101#LIDL__EPINAL___,,,
2025-12-12-0-001,12/12/2025,Banque,,Dépense & Revenu,,,"25,20 €",,12/12/2025,,Réglé,Quotidien / Repas / Repas Resto partagés,C.D-QUO.RE.02,Natsu - sushi - Nancy,T#TT-COM-RE-RES#991230#NATSU__SUSHI__N,,,
2025-12-15-0-002,15/12/2025,Banque,,Dépense & Revenu,,,"16,70 €",,15/12/2025,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Miller Tradition - Boulangerie Villers,T#TT-COM-RE-BOU#250801#MILLER_TRADITIO,,,
2025-12-15-0-002,15/12/2025,Banque,,Dépense & Revenu,,,"80,98 €",,15/12/2025,,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Vepee,T#TT-COM-NU-INT#250901#VEPEE______,,,
2025-12-16-0-003,16/12/2025,Banque,,Dépense & Revenu,,,"29,70 €",,16/12/2025,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Action - Vandoeuvre Les Nancy,T#TT-COM-DI-SUP#991230#ACTION__VANDOEU,,Vidage Maison Villers,P#2026VIDAGE_MAI
2025-12-16-0-003,16/12/2025,Banque,,Dépense & Revenu,,514888959,"40,98 €",,16/12/2025,,Réglé,Quotidien /  Mode / Accessoire Beauté,C.D-QUO.MO.01,Vepee,T#TT-COM-NU-INT#250901#VEPEE______,,,
2025-12-16-0-003,16/12/2025,Banque,,Dépense & Revenu,,514888959,"33,98 €",,16/12/2025,,Réglé,Quotidien / Mode/ Sous-vêtements,C.D-QUO.MO.06,Vepee,T#TT-COM-NU-INT#250901#VEPEE______,,,
2025-12-17-0-002,17/12/2025,Banque,,Dépense & Revenu,,,"56,37 €",,17/12/2025,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,LIDL - Epinal,T#TT-COM-DI-SUP#251101#LIDL__EPINAL___,,,
2025-12-17-0-002,17/12/2025,Banque,,Dépense & Revenu,,,"525,28 €",,17/12/2025,,Réglé,Finance / Social / Chaumage,C.R-FIN.SO.01,France Travail - Pole Emploi,T#TT-PUB-SE-SER#250701#FRANCE_TRAVAIL_,,,
2025-12-18-0-002,18/12/2025,Banque,,Dépense & Revenu,,,"17,20 €",,18/12/2025,,Réglé,Quotidien / Transport / Transport en commun,C.D-QUO.TR.07,SNCF - Train & Bus,T#TT-MOB-IN-TRA#250809#SNCF__TRAIN__BU,,,
2025-12-18-0-002,18/12/2025,Banque,,Dépense & Revenu,,,"9,99 €",,18/12/2025,,Réglé,Quotidien / Abonnement / Internet & Mobile,C.D-QUO.AB.01,Free,T#TT-COM-NU-FOU#250905#FREE______,,,
2025-12-22-0-005,22/12/2025,Banque,,Annule Dépense Rembourcement,,,"8,60 €",,22/12/2025,,Réglé,Quotidien / Transport / Transport en commun,C.D-QUO.TR.07,SNCF - Train & Bus,T#TT-MOB-IN-TRA#250809#SNCF__TRAIN__BU,,,
2025-12-22-0-005,22/12/2025,Banque,,Dépense & Revenu,,,"46,80 €",,22/12/2025,,Réglé,Quotidien / Repas / Repas Resto partagés,C.D-QUO.RE.02,Pizza Olto - Nancy,T#TT-COM-RE-RES#991230#PIZZA_OLTO__NAN,,Vidage Maison Villers,P#2026VIDAGE_MAI
2025-12-22-0-005,22/12/2025,Banque,,Dépense & Revenu,,,"35,00 €",,22/12/2025,,Réglé,Quotidien / Cadeaux / Cadeaux Famille,C.D-QUO.CA.03,Yanna Fleurs - Nancy,T#TT-COM-SP-FLE#991230#YANNA_FLEURS__N,,,
2025-12-22-0-005,22/12/2025,Banque,,Dépense & Revenu,,,"45,00 €",,22/12/2025,,Réglé,Quotidien / Transport / Vélo libre service,C.D-QUO.TR.08,"Agglo d""Epinal",T#TT-PUB-SE-COL#250901#AGGLO_DEPINAL__,,,
2025-12-22-0-005,22/12/2025,Banque,,Dépense & Revenu,,,"288,20 €",,22/12/2025,,Réglé,Finance / Professionnel /  Salaire,C.R-FIN.PR.04,Ville d'Epinal,T#TT-SER-TR-EMP#250901#VILLE_DEPINAL__,,,
2025-12-23-0-001,23/12/2025,Banque,,Dépense & Revenu,,,"24,24 €",,23/12/2025,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Carrefour Epinal Jeuxey,T#TT-COM-DI-SUP#991230#CARREFOUR_EPINA,,,
2025-12-26-0-001,26/12/2025,Banque,,Dépense & Revenu,,,"17,20 €",,26/12/2025,,Réglé,Quotidien / Transport / Transport en commun,C.D-QUO.TR.07,SNCF - Train & Bus,T#TT-MOB-IN-TRA#250809#SNCF__TRAIN__BU,,,
2025-12-29-0-001,29/12/2025,Banque,,Dépense & Revenu,,,"240,00 €",,29/12/2025,,Réglé,Finance / Obligations / Impôts,C.D-FIN.OB.02,Impots,T#TT-PUB-SE-TRÉ#991230#IMPOTS______,,,
2025-12-30-0-004,30/12/2025,Banque,,Dépense & Revenu,,,"36,20 €",,30/12/2025,,Réglé,Quotidien / Repas / Repas Resto partagés,C.D-QUO.RE.02,Le Palais - Nancy,T#TT-COM-RE-RES#991230#LE_PALAIS__NANC,,,
2025-12-30-0-004,30/12/2025,Banque,,Dépense & Revenu,,,"14,99 €",,30/12/2025,,Réglé,Quotidien / Abonnement / Streaming,C.D-QUO.AB.03,boulangerie Nedelec - Epinal,T#TT-COM-RE-BOU#250901#BOULANGERIE_NED,,,
2025-12-30-0-004,30/12/2025,Banque,,Annule Dépense Rembourcement,,,"226,00 €",,,,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Back Market,T#TT-COM-NU-INT#251101#BACK_MARKET____,,,
2025-12-30-0-004,30/12/2025,Banque,,Annule Dépense Rembourcement,,,"34,99 €",,,,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Back Market,T#TT-COM-NU-INT#251101#BACK_MARKET____,,,
2025-12-31-0-001,31/12/2025,Banque,,Dépense & Revenu,,,"82,36 €",,31/12/2025,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,LIDL - Epinal,T#TT-COM-DI-SUP#251101#LIDL__EPINAL___,,,
2026-01-02-0-006,02/01/2026,Espèce,,Dépense & Revenu,,,"2,00 €",N/A,,,Réglé,Quotidien / Consommation / Courses,,Exo Boutik,T#TT-COM-SP-PRO#251101#EXO_BOUTIK_____,,,
2026-01-02-0-006,02/01/2026,Banque,,Dépense & Revenu,,,"5,99 €",,06/01/2026,,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Amazon - France,T#TT-COM-NU-INT#251012#AMAZON__FRANCE_,,Telephone,P#2025TELEPHONE_
2026-01-02-0-006,02/01/2026,Banque,,Dépense & Revenu,,,"61,54 €",,06/01/2026,,Réglé,Santé & Bien-être / Loisirs Social / Autre Loisirs,C.D-SAN.LO.06,Amazon - France,T#TT-COM-NU-INT#251012#AMAZON__FRANCE_,,,
2026-01-02-0-006,02/01/2026,Banque,,Dépense & Revenu,,,"259,00 €",,02/01/2026,,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Free,T#TT-COM-NU-FOU#250905#FREE______,,Telephone,P#2025TELEPHONE_
2026-01-02-0-006,02/01/2026,Banque,,Dépense & Revenu,,,"1 112,10 €",,02/01/2026,,Réglé,Finance / Social / Chaumage,C.R-FIN.SO.01,France Travail - Pole Emploi,T#TT-PUB-SE-SER#250701#FRANCE_TRAVAIL_,,,
2026-01-02-0-006,02/01/2026,Banque,,Dépense & Revenu,,,"24,12 €",,02/01/2026,,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,Hippopotamus - Epinal - Le saut le cerf ,T#TT-COM-RE-RES#250702#HIPPOPOTAMUS__E,,,
2026-01-05-0-003,05/01/2026,Banque,,Dépense & Revenu,,,"75,51 €",,05/01/2026,,Réglé,Santé & Bien-être / Santé / Adhésion mutuelle,C.D-SAN.SA.01,Alptis - Mutuelle santé,T#TT-PUB-SA-MUT#250721#ALPTIS__MUTUELL,,,
2026-01-05-0-003,05/01/2026,Banque,,Dépense & Revenu,,,"69,71 €",,05/01/2026,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Intermarché - Golbey / Epinal,T#TT-COM-DI-SUP#250723#INTERMARCH__GOL,,,
2026-01-05-0-003,05/01/2026,Banque,,Dépense & Revenu,,,"12,00 €",,05/01/2026,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,"Boulangerie Maison Charlise, Epinal",T#TT-COM-RE-BOU#250724#BOULANGERIE_MAI,,,
2026-01-06-0-002,06/01/2026,Banque,,Dépense & Revenu,,,"169,00 €",,06/01/2026,,Réglé,Logement / Charges / Énergie (Élec & Gaz),C.D-LOG.CH.05,EDF & GDF - Electricité & Gaz de France,T#TT-PUB-AS-ELE#250801#EDF__GDF__ELECT,,,
2026-01-06-0-002,06/01/2026,Banque,,Dépense & Revenu,,,"660,00 €",,06/01/2026,,Réglé,Logement / Charges / Loyer,C.D-LOG.CH.06,MOUGEL Agnès - Propriétaire,T#TT-SER-IM-PRO#250727#MOUGEL_AGNS__PR,,,
2026-01-07-0-002,07/01/2026,Banque,,Dépense & Revenu,,,"28,39 €",,07/01/2026,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,LIDL - Epinal,T#TT-COM-DI-SUP#251101#LIDL__EPINAL___,,,
2026-01-07-0-002,07/01/2026,Banque,,Dépense & Revenu,,,"39,99 €",,07/01/2026,,Réglé,Quotidien / Abonnement / Internet & Mobile,C.D-QUO.AB.01,Free,T#TT-COM-NU-FOU#250905#FREE______,,,
2026-01-08-0-009,08/01/2026,Banque,,Dépense & Revenu,,PO-069-01963203759990987,"16,12 €",,09/01/2026,,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2026-01-08-0-009,08/01/2026,Banque,,Dépense & Revenu,,PO-069-01963203759990987,"6,79 €",,09/01/2026,,Réglé,Quotidien / Mode/ Sous-vêtements,C.D-QUO.MO.06,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2026-01-08-0-009,08/01/2026,Banque,,Dépense & Revenu,,PO-069-01963203759990987,"5,04 €",,09/01/2026,,Réglé,Quotidien / Famille / Sport,C.D-QUO.FA.01,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2026-01-08-0-009,08/01/2026,Banque,,Dépense & Revenu,,PO-069-01963203759990987,"2,25 €",,09/01/2026,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2026-01-08-0-009,08/01/2026,Banque,,Dépense & Revenu,,PO-069-01963203759990987,"5,82 €",,09/01/2026,,Réglé,Santé & Bien-être / Loisirs Social / Autre Loisirs,C.D-SAN.LO.06,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2026-01-08-0-009,08/01/2026,Banque,,Dépense & Revenu,,PO-069-01963203759990987,"9,95 €",,09/01/2026,,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2026-01-08-0-009,08/01/2026,Banque,,Dépense & Revenu,,PO-069-01963203759990987,"8,59 €",,09/01/2026,,Réglé,Quotidien / Cadeaux / Cadeaux Famille,C.D-QUO.CA.03,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2026-01-08-0-009,08/01/2026,Banque,,Dépense & Revenu,,PO-069-01963203759990987,"13,14 €",,09/01/2026,,Réglé,Logement / Ameublement & Entretien / Bricolage,C.D-LOG.AM.02,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2026-01-08-0-009,08/01/2026,Banque,,Annule Dépense Rembourcement,,,"100,00 €",,08/01/2026,,Réglé,Logement /Ameublement & Entretien / Ménage (services),C.D-LOG.AM.06,Shiva - Epinal,T#TT-SER-SE-SER#251001#SHIVA__EPINAL__,,,
2026-01-09-0-001,09/01/2026,Banque,,Dépense & Revenu,,,"235,82 €",,09/01/2026,,Réglé,Logement / Charges / Assurance,C.D-LOG.CH.01,Maaf Assurance - Epinal,T#TT-PUB-CO-GAR#250801#MAAF_ASSURANCE_,,,
2026-01-12-0-005,12/01/2026,Banque,,Dépense & Revenu,,,"9,20 €",,12/01/2026,,Réglé,Quotidien / Consommation / Papeterie & Bureautique,C.D-QUO.CO.07,Hall Du livre - Nancy,T#TT-COM-SP-LIB#991230#HALL_DU_LIVRE__,,,
2026-01-12-0-005,12/01/2026,Banque,,Annule Dépense Rembourcement,,,"35,99 €",,12/01/2026,,Réglé,Santé & Bien-être / Loisirs Social / Autre Loisirs,C.D-SAN.LO.06,Amazon - France,T#TT-COM-NU-INT#251012#AMAZON__FRANCE_,,,
2026-01-12-0-005,12/01/2026,Banque,,Annule Dépense Rembourcement,,,"5,99 €",,12/01/2026,,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Amazon - France,T#TT-COM-NU-INT#251012#AMAZON__FRANCE_,,,
2026-01-12-0-005,12/01/2026,Banque,,Dépense & Revenu,,,"25,00 €",,12/01/2026,,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,Green Bagel Café - Epinal,T#TT-COM-RE-BAR#250723#GREEN_BAGEL_CAF,,,
2026-01-12-0-005,12/01/2026,Banque,,Dépense & Revenu,,,"17,40 €",,12/01/2026,,Réglé,Quotidien / Transport / Transport en commun,C.D-QUO.TR.07,SNCF - Train & Bus,T#TT-MOB-IN-TRA#250809#SNCF__TRAIN__BU,,,
2026-01-13-0-001,13/01/2026,Banque,,Dépense & Revenu,,,"16,99 €",,13/01/2026,,Réglé,Quotidien / Famille / Sport,C.D-QUO.FA.01,Amazfit - Zepp Health,T#TT-COM-SP-SPO#991230#AMAZFIT__ZEPP_H,,,
